"label","id","labelDiff","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","abun"
"Zotu699","Zotu699","other","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA,"Zotu699",0.000153070660012555
"Zotu70","Zotu70","diff","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","4-29","uncultured bacterium",NA,"Zotu70",0.00326374729442954
"Zotu700","Zotu700","other","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Denitratisoma","uncultured bacterium","Zotu700",0.000578435968010267
"Zotu702","Zotu702","other","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus","uncultured bacterium","Zotu702",0.000108407933978852
"Zotu708","Zotu708","other","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans","uncultured bacterium","Zotu708",0.000253542070060775
"Zotu714","Zotu714","other","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae",NA,NA,"Zotu714",0.00057827024585625
"Zotu716","Zotu716","diff","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium",NA,"Zotu716",0.000444025440218987
"Zotu724","Zotu724","other","Bacteria","Bacteroidetes","SB-5",NA,NA,NA,NA,"Zotu724",0.000362651541105424
"Zotu73","Zotu73","other","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","uncultured soil bacterium",NA,"Zotu73",0.00437397019472337
"Zotu739","Zotu739","other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylocystis",NA,"Zotu739",0.000175058804494781
"Zotu7399","Zotu7399","other","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu7399",0.000296057015454739
"Zotu765","Zotu765","other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","uncultured bacterium","Zotu765",0.000528891049152504
"Zotu77","Zotu77","diff","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA,"Zotu77",0.00181651557398443
"Zotu782","Zotu782","other","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Sva0081 sediment group",NA,"Zotu782",0.000217179628257919
"Zotu798","Zotu798","other","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","uncultured bacterium",NA,"Zotu798",0.000236612905723025
"Zotu801","Zotu801","other","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","uncultured bacterium","Zotu801",0.000220986796420185
"Zotu81","Zotu81","other","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA,NA,"Zotu81",0.000179802532470843
"Zotu818","Zotu818","other","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","uncultured","uncultured bacterium","Zotu818",0.000253936466614733
"Zotu824","Zotu824","other","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","uncultured","uncultured bacterium","Zotu824",0.000266434443108438
"Zotu8276","Zotu8276","other","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","uncultured soil bacterium",NA,"Zotu8276",0.00188674235337798
"Zotu84","Zotu84","other","Bacteria","Latescibacteria","uncultured bacterium",NA,NA,NA,NA,"Zotu84",0.000173189781647236
"Zotu848","Zotu848","diff","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","uncultured bacterium","Zotu848",0.000414801032091102
"Zotu851","Zotu851","other","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium","Zotu851",0.000176568098143475
"Zotu8576","Zotu8576","other","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu8576",0.000105792493263144
"Zotu858","Zotu858","other","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu858",0.000232173572996205
"Zotu86","Zotu86","other","Bacteria","Acidobacteria","Acidobacteria","Subgroup 3","Unknown Family","Bryobacter","uncultured bacterium","Zotu86",0.000102133742891321
"Zotu869","Zotu869","diff","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Leptospiraceae","uncultured",NA,"Zotu869",0.000207976251408026
"Zotu87","Zotu87","other","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","WCHB1-69",NA,NA,"Zotu87",0.000346904975220526
"Zotu873","Zotu873","other","Bacteria","Bacteroidetes","SB-5",NA,NA,NA,NA,"Zotu873",0.000275994648216631
"Zotu876","Zotu876","diff","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA,"Zotu876",0.00085381872777835
"Zotu8781","Zotu8781","diff","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","uncultured soil bacterium","Zotu8781",0.000215031520142723
"Zotu88","Zotu88","other","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","BSV26",NA,NA,"Zotu88",0.000177028588266999
"Zotu884","Zotu884","other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter",NA,"Zotu884",0.000102038502183129
"Zotu899","Zotu899","other","Bacteria","Bacteroidetes",NA,NA,NA,NA,NA,"Zotu899",0.000192782130313965
"Zotu9","Zotu9","diff","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"Zotu9",0.0156952312459135
"Zotu902","Zotu902","other","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","uncultured bacterium","Zotu902",0.000213162922353122
"Zotu9076","Zotu9076","diff","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Candidatus Accumulibacter",NA,"Zotu9076",0.000197529603922494
"Zotu92","Zotu92","other","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Leptospiraceae","Turneriella","uncultured organism","Zotu92",0.00180870506579425
"Zotu9243","Zotu9243","other","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","uncultured","uncultured bacterium","Zotu9243",0.000456917118947267
"Zotu93","Zotu93","other","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","4-29","uncultured bacterium",NA,"Zotu93",0.000345059950092343
"Zotu938","Zotu938","other","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","uncultured","uncultured bacterium","Zotu938",0.000284714622676244
"Zotu94","Zotu94","other","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA,NA,"Zotu94",0.00215096082094506
"Zotu9486","Zotu9486","other","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","uncultured bacterium","Zotu9486",0.000548561313927394
"Zotu968","Zotu968","other","Bacteria","Bacteroidetes","SB-5","uncultured bacterium",NA,NA,NA,"Zotu968",0.000192471479362674
"Zotu976","Zotu976","other","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Vogesella","uncultured bacterium","Zotu976",0.000295293156194902
"Zotu98","Zotu98","other","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans",NA,"Zotu98",0.00176270191577473
"Zotu9875","Zotu9875","diff","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","uncultured","uncultured bacterium","Zotu9875",0.00242081997140863
