"","sample_id","all_reads","all_reads_nonbacteria","all_reads_bacteria","all_reads_bacteria_per","SampleID","Experiment","Timepoint","Variety","Compartment","Treatment","Sample","MergeExpTime"
"126","E2_MRS_Def2_2",56492,614,55878,"98.9131%","E2_MRS_Def2_2","Exp2","day2","MH63","Rhizosphere","Defoliation","E2_MRS_Def2","Exp2_day2"
"127","E2_MRS_Def2_3",61006,541,60465,"99.1132%","E2_MRS_Def2_3","Exp2","day2","MH63","Rhizosphere","Defoliation","E2_MRS_Def2","Exp2_day2"
"128","E2_MRS_Def3_1",53334,506,52828,"99.0513%","E2_MRS_Def3_1","Exp2","day3","MH63","Rhizosphere","Defoliation","E2_MRS_Def3","Exp2_day3"
"129","E2_MRS_Def3_2",56997,379,56618,"99.3351%","E2_MRS_Def3_2","Exp2","day3","MH63","Rhizosphere","Defoliation","E2_MRS_Def3","Exp2_day3"
"130","E2_MRS_Def3_3",33793,315,33478,"99.0679%","E2_MRS_Def3_3","Exp2","day3","MH63","Rhizosphere","Defoliation","E2_MRS_Def3","Exp2_day3"
"131","E2_MRS_Def4_1",61451,353,61098,"99.4256%","E2_MRS_Def4_1","Exp2","day4","MH63","Rhizosphere","Defoliation","E2_MRS_Def4","Exp2_day4"
"132","E2_MRS_Def4_2",75831,586,75245,"99.2272%","E2_MRS_Def4_2","Exp2","day4","MH63","Rhizosphere","Defoliation","E2_MRS_Def4","Exp2_day4"
"133","E2_MRS_Def4_3",60293,434,59859,"99.2802%","E2_MRS_Def4_3","Exp2","day4","MH63","Rhizosphere","Defoliation","E2_MRS_Def4","Exp2_day4"
"134","E2_MRS_Def5_1",72990,557,72433,"99.2369%","E2_MRS_Def5_1","Exp2","day5","MH63","Rhizosphere","Defoliation","E2_MRS_Def5","Exp2_day5"
"135","E2_MRS_Def5_2",51759,347,51412,"99.3296%","E2_MRS_Def5_2","Exp2","day5","MH63","Rhizosphere","Defoliation","E2_MRS_Def5","Exp2_day5"
"136","E2_MRS_Def5_3",78000,614,77386,"99.2128%","E2_MRS_Def5_3","Exp2","day5","MH63","Rhizosphere","Defoliation","E2_MRS_Def5","Exp2_day5"
"137","E2_MRS_Int2_1",54962,504,54458,"99.083%","E2_MRS_Int2_1","Exp2","day2","MH63","Rhizosphere","Intact","E2_MRS_Int2","Exp2_day2"
"138","E2_MRS_Int2_2",47006,493,46513,"98.9512%","E2_MRS_Int2_2","Exp2","day2","MH63","Rhizosphere","Intact","E2_MRS_Int2","Exp2_day2"
"139","E2_MRS_Int2_3",49184,512,48672,"98.959%","E2_MRS_Int2_3","Exp2","day2","MH63","Rhizosphere","Intact","E2_MRS_Int2","Exp2_day2"
"140","E2_MRS_Int3_1",49380,500,48880,"98.9874%","E2_MRS_Int3_1","Exp2","day3","MH63","Rhizosphere","Intact","E2_MRS_Int3","Exp2_day3"
"141","E2_MRS_Int3_2",38692,320,38372,"99.173%","E2_MRS_Int3_2","Exp2","day3","MH63","Rhizosphere","Intact","E2_MRS_Int3","Exp2_day3"
"142","E2_MRS_Int3_3",46138,372,45766,"99.1937%","E2_MRS_Int3_3","Exp2","day3","MH63","Rhizosphere","Intact","E2_MRS_Int3","Exp2_day3"
"143","E2_MRS_Int4_1",55150,388,54762,"99.2965%","E2_MRS_Int4_1","Exp2","day4","MH63","Rhizosphere","Intact","E2_MRS_Int4","Exp2_day4"
"144","E2_MRS_Int4_2",47882,310,47572,"99.3526%","E2_MRS_Int4_2","Exp2","day4","MH63","Rhizosphere","Intact","E2_MRS_Int4","Exp2_day4"
"145","E2_MRS_Int4_3",65574,449,65125,"99.3153%","E2_MRS_Int4_3","Exp2","day4","MH63","Rhizosphere","Intact","E2_MRS_Int4","Exp2_day4"
"146","E2_MRS_Int5_1",58661,487,58174,"99.1698%","E2_MRS_Int5_1","Exp2","day5","MH63","Rhizosphere","Intact","E2_MRS_Int5","Exp2_day5"
"147","E2_MRS_Int5_2",71619,614,71005,"99.1427%","E2_MRS_Int5_2","Exp2","day5","MH63","Rhizosphere","Intact","E2_MRS_Int5","Exp2_day5"
"148","E2_MRS_Int5_3",76980,703,76277,"99.0868%","E2_MRS_Int5_3","Exp2","day5","MH63","Rhizosphere","Intact","E2_MRS_Int5","Exp2_day5"
"149","E2_NRE_Def2_1",80252,528,79724,"99.3421%","E2_NRE_Def2_1","Exp2","day2","NIP","Root","Defoliation","E2_NRE_Def2","Exp2_day2"
"150","E2_NRE_Def2_2",95202,551,94651,"99.4212%","E2_NRE_Def2_2","Exp2","day2","NIP","Root","Defoliation","E2_NRE_Def2","Exp2_day2"
"151","E2_NRE_Def2_3",96799,534,96265,"99.4483%","E2_NRE_Def2_3","Exp2","day2","NIP","Root","Defoliation","E2_NRE_Def2","Exp2_day2"
"152","E2_NRE_Def3_1",80156,539,79617,"99.3276%","E2_NRE_Def3_1","Exp2","day3","NIP","Root","Defoliation","E2_NRE_Def3","Exp2_day3"
"153","E2_NRE_Def3_2",86662,544,86118,"99.3723%","E2_NRE_Def3_2","Exp2","day3","NIP","Root","Defoliation","E2_NRE_Def3","Exp2_day3"
"154","E2_NRE_Def3_3",99426,580,98846,"99.4167%","E2_NRE_Def3_3","Exp2","day3","NIP","Root","Defoliation","E2_NRE_Def3","Exp2_day3"
"155","E2_NRE_Def4_1",68056,506,67550,"99.2565%","E2_NRE_Def4_1","Exp2","day4","NIP","Root","Defoliation","E2_NRE_Def4","Exp2_day4"
"156","E2_NRE_Def4_2",71366,501,70865,"99.298%","E2_NRE_Def4_2","Exp2","day4","NIP","Root","Defoliation","E2_NRE_Def4","Exp2_day4"
"157","E2_NRE_Def4_3",80165,571,79594,"99.2877%","E2_NRE_Def4_3","Exp2","day4","NIP","Root","Defoliation","E2_NRE_Def4","Exp2_day4"
"158","E2_NRE_Def5_1",90168,324,89844,"99.6407%","E2_NRE_Def5_1","Exp2","day5","NIP","Root","Defoliation","E2_NRE_Def5","Exp2_day5"
"159","E2_NRE_Def5_2",87857,389,87468,"99.5572%","E2_NRE_Def5_2","Exp2","day5","NIP","Root","Defoliation","E2_NRE_Def5","Exp2_day5"
"160","E2_NRE_Def5_3",105017,400,104617,"99.6191%","E2_NRE_Def5_3","Exp2","day5","NIP","Root","Defoliation","E2_NRE_Def5","Exp2_day5"
"161","E2_NRE_Int2_1",81024,493,80531,"99.3915%","E2_NRE_Int2_1","Exp2","day2","NIP","Root","Intact","E2_NRE_Int2","Exp2_day2"
"162","E2_NRE_Int2_2",79669,587,79082,"99.2632%","E2_NRE_Int2_2","Exp2","day2","NIP","Root","Intact","E2_NRE_Int2","Exp2_day2"
"163","E2_NRE_Int2_3",95897,715,95182,"99.2544%","E2_NRE_Int2_3","Exp2","day2","NIP","Root","Intact","E2_NRE_Int2","Exp2_day2"
"164","E2_NRE_Int3_1",90501,547,89954,"99.3956%","E2_NRE_Int3_1","Exp2","day3","NIP","Root","Intact","E2_NRE_Int3","Exp2_day3"
"165","E2_NRE_Int3_2",91074,774,90300,"99.1501%","E2_NRE_Int3_2","Exp2","day3","NIP","Root","Intact","E2_NRE_Int3","Exp2_day3"
"166","E2_NRE_Int3_3",75140,687,74453,"99.0857%","E2_NRE_Int3_3","Exp2","day3","NIP","Root","Intact","E2_NRE_Int3","Exp2_day3"
"167","E2_NRE_Int4_1",68911,374,68537,"99.4573%","E2_NRE_Int4_1","Exp2","day4","NIP","Root","Intact","E2_NRE_Int4","Exp2_day4"
"168","E2_NRE_Int4_2",67773,940,66833,"98.613%","E2_NRE_Int4_2","Exp2","day4","NIP","Root","Intact","E2_NRE_Int4","Exp2_day4"
"169","E2_NRE_Int4_3",73437,547,72890,"99.2551%","E2_NRE_Int4_3","Exp2","day4","NIP","Root","Intact","E2_NRE_Int4","Exp2_day4"
