"","logFC","logCPM","F","PValue","fdr","Experiment","Compartment","Variety","rel.TP1","rel.TP2","rel.TP3","rel.TP4","rel.Intact","rel.Defoliation","module_name"
"module25",-0.27374794309577,9.34229843065084,0.926511689332263,0.343447600619372,0.494564544891895,"Exp1","Rhizosphere","NIP",47.3333333333333,21,19,16.8333333333333,31.4166666666667,20.6666666666667,"module25"
"module26",0.239523410187128,13.3136113279422,2.89722314556677,0.0990499486080506,0.289676643813633,"Exp1","Rhizosphere","NIP",596.166666666667,439.333333333333,353,236,406,406.25,"module26"
"module27",0.0190187714809054,10.2133766911259,0.00739249690613565,0.932052525561765,0.958682597720673,"Exp1","Rhizosphere","NIP",103.333333333333,47.8333333333333,25.8333333333333,27,56.0833333333333,45.9166666666667,"module27"
"module28",0.241924839086439,10.7692643171823,1.38328802619405,0.248768846373911,0.471351498392674,"Exp1","Rhizosphere","NIP",109.166666666667,97,40.1666666666667,43,74.3333333333333,70.3333333333333,"module28"
"module29",-0.247102062914525,10.4050235690141,1.23454965047668,0.27532899525749,0.482306129592201,"Exp1","Rhizosphere","NIP",71.5,52.6666666666667,47.1666666666667,33,58.75,43.4166666666667,"module29"
"module31",-0.621178846189656,8.87776671879836,3.41723767014478,0.0743733217129752,0.243403598333373,"Exp1","Rhizosphere","NIP",35.3333333333333,15.6666666666667,12.6666666666667,11.8333333333333,24.8333333333333,12.9166666666667,"module31"
"module32",0.811374372988739,12.7246184518627,15.0228952134893,0.000534760248882106,0.00481284223993895,"Exp1","Rhizosphere","NIP",341.5,512.5,150.833333333333,170.333333333333,279.75,307.833333333333,"module32"
"module34",0.286361810441324,9.96815194846178,2.04435222943661,0.163079824906885,0.379363416337245,"Exp1","Rhizosphere","NIP",69,47.1666666666667,26,25,43.25,40.3333333333333,"module34"
"module_other1",0.157925048035165,18.9628852368378,4.01902008193323,0.0546947978723724,0.281287531915058,"Exp1","Rhizosphere","MH63",40002.1666666667,29328.6666666667,38791.6666666667,29899.1666666667,35498.3333333333,33512.5,"module_other"
"module131",-0.110083535766885,15.9540621366304,0.621517091908694,0.437074276942178,0.715212453178109,"Exp1","Rhizosphere","MH63",4698.83333333333,4237.83333333333,4946.5,3506.66666666667,4825.58333333333,3869.33333333333,"module13"
"module111",0.670334442951374,17.7746876716771,19.6202549738076,0.000130381470847329,0.00469373295050384,"Exp1","Rhizosphere","MH63",18551.3333333333,11462.5,13503.3333333333,16710.8333333333,12745.0833333333,17368.9166666667,"module11"
"module91",0.0184094791993993,15.1304815531363,0.0191850082099762,0.890823681912534,0.958021067423704,"Exp1","Rhizosphere","MH63",2964.5,2237.66666666667,2497.83333333333,2058,2633.66666666667,2245.33333333333,"module9"
"module35",-0.238089061628854,14.0503319938204,2.5977097783295,0.118177297150808,0.383135371458831,"Exp1","Rhizosphere","MH63",1335.83333333333,989.833333333333,1290.66666666667,1023.5,1347.41666666667,972.5,"module3"
"module141",-0.0723288756465966,15.677298079972,0.126112845514159,0.725144425013735,0.884912643977586,"Exp1","Rhizosphere","MH63",3496.33333333333,3428,4392,3152,4076.58333333333,3157.58333333333,"module14"
"module121",0.0273741729941368,12.5152497056103,0.0214936353537616,0.884487254492217,0.958021067423704,"Exp1","Rhizosphere","MH63",401.833333333333,370.833333333333,422.666666666667,374.666666666667,419.5,365.5,"module12"
"module110",-0.596823298945088,13.2595016201706,4.32365782689004,0.0468123104287933,0.28087386257276,"Exp1","Rhizosphere","MH63",300.833333333333,576.5,1725.5,143.5,914.666666666667,458.5,"module1"
"module01",0.43388026612259,12.9019827928486,6.61666351411354,0.0156664514607331,0.140998063146598,"Exp1","Rhizosphere","MH63",485.333333333333,477.833333333333,527.833333333333,569.5,471.583333333333,558.666666666667,"module0"
"module210",0.565489406524772,10.859651561188,5.46967355048809,0.0266757406970569,0.192065333018809,"Exp1","Rhizosphere","MH63",71.1666666666667,102.5,155.666666666667,169.5,100,149.416666666667,"module2"
"module181",0.181698426721135,13.8831875204031,1.42069917793419,0.243241978045581,0.528456132217984,"Exp1","Rhizosphere","MH63",897,838.166666666667,1519,921.833333333333,1046.16666666667,1041.83333333333,"module18"
"module221",0.0821347955128483,12.5230265129073,0.147151925500068,0.704154588946725,0.884912643977586,"Exp1","Rhizosphere","MH63",402,385.833333333333,473.166666666667,328,418.25,376.25,"module22"
"module41",-0.269873588066926,9.23426979592363,0.849824152159012,0.364437306588993,0.655987151860188,"Exp1","Rhizosphere","MH63",51.3333333333333,9.16666666666667,85.3333333333333,18.8333333333333,49.5833333333333,32.75,"module4"
"module51",-0.486076921433497,9.21565863146085,2.5577084840777,0.12092469735628,0.383135371458831,"Exp1","Rhizosphere","MH63",75.3333333333333,25,43.8333333333333,13.1666666666667,52,26.6666666666667,"module5"
"module61",0.357314289419678,9.35972772894675,2.81032938405742,0.104734070452208,0.383135371458831,"Exp1","Rhizosphere","MH63",32.8333333333333,40.8333333333333,46.3333333333333,47.6666666666667,39,44.8333333333333,"module6"
"module71",0.217945865491255,7.86706202297053,0.676306590691088,0.417774487878368,0.715212453178109,"Exp1","Rhizosphere","MH63",13,15,16.8333333333333,11.5,14.3333333333333,13.8333333333333,"module7"
"module81",-0.196832482206338,13.7666565451173,1.40773712839744,0.245351570639298,0.528456132217984,"Exp1","Rhizosphere","MH63",970.5,971.833333333333,1277.5,648.833333333333,1111.5,822.833333333333,"module8"
"module101",-0.366802745505697,8.72754412624494,1.00946260640594,0.323591919892968,0.620231616549832,"Exp1","Rhizosphere","MH63",42.3333333333333,22.5,22.1666666666667,20,32.5,21,"module10"
"module151",-0.0172260953346206,9.8301657894406,0.00768091261893284,0.930782756931345,0.958021067423704,"Exp1","Rhizosphere","MH63",57.3333333333333,63.3333333333333,83.8333333333333,41.3333333333333,66.0833333333333,56.8333333333333,"module15"
"module241",-0.237177599543903,12.8200825730045,1.96204250955145,0.172224370332449,0.442862666569154,"Exp1","Rhizosphere","MH63",517,384.666666666667,730.5,376.166666666667,581.25,422.916666666667,"module24"
"module301",0.998109035305472,10.546125175635,14.6211790850456,0.000668359447122773,0.0120304700482099,"Exp1","Rhizosphere","MH63",85,72.6666666666667,100.666666666667,142.166666666667,69.75,130.5,"module30"
"module161",-0.00163097738293351,13.3359133738757,0.00012061608446067,0.991314860037405,0.991314860037405,"Exp1","Rhizosphere","MH63",688.333333333333,729,1023.66666666667,440,776.666666666667,663.833333333333,"module16"
"module171",0.0166062756973223,10.6951956862912,0.00754211269637649,0.931409371106379,0.958021067423704,"Exp1","Rhizosphere","MH63",105.833333333333,111,135.5,90.6666666666667,118.166666666667,103.333333333333,"module17"
"module331",0.119316408289617,10.4438453516251,0.474330416925079,0.49664011404141,0.777349743716989,"Exp1","Rhizosphere","MH63",119.333333333333,83.6666666666667,89.1666666666667,72,94.0833333333333,88,"module33"
"module191",0.434831859757007,11.5387647692085,2.18934194246658,0.150075761934429,0.415594417664572,"Exp1","Rhizosphere","MH63",289.5,162.833333333333,212.166666666667,150.166666666667,199.583333333333,207.75,"module19"
"module201",-0.47525168652399,8.51787572925932,2.46726993621783,0.127415246068419,0.383135371458831,"Exp1","Rhizosphere","MH63",12.5,17.5,54.3333333333333,11,29.4166666666667,18.25,"module20"
"module211",0.773767685346092,10.0318624459241,10.218299947809,0.00342136355820348,0.0410563626984418,"Exp1","Rhizosphere","MH63",47.8333333333333,39.6666666666667,69.8333333333333,122.833333333333,53.4166666666667,86.6666666666667,"module21"
"module231",-0.169573602976057,9.42111448405832,0.993653688932117,0.327344464290189,0.620231616549832,"Exp1","Rhizosphere","MH63",52.5,38.3333333333333,49.3333333333333,41.3333333333333,51.4166666666667,39.3333333333333,"module23"
"module251",-0.0843440194690768,9.33443097016213,0.14031835900257,0.710772405986242,0.884912643977586,"Exp1","Rhizosphere","MH63",49.6666666666667,45.6666666666667,42.8333333333333,33.1666666666667,48.8333333333333,36.8333333333333,"module25"
"module261",-0.0694834666542567,12.9369273272694,0.209243032753835,0.650872920352015,0.884912643977586,"Exp1","Rhizosphere","MH63",557.166666666667,503.833333333333,555.833333333333,520.666666666667,578.25,490.5,"module26"
"module271",-0.111668975384766,10.7036138509511,0.278397407533768,0.601888751448089,0.884912643977586,"Exp1","Rhizosphere","MH63",101,109.5,206,51.6666666666667,131.25,102.833333333333,"module27"
