"","logFC","logCPM","F","PValue","fdr","Experiment","Compartment","Variety","rel.TP1","rel.TP2","rel.TP3","rel.TP4","rel.Intact","rel.Defoliation","function_name"
"chlorate_reducers5",0.70214610561872,13.0840942582071,7.63466422221793,0.010331110277909,0.15668850588162,"Exp1","Rhizosphere","MH63",1379,962.5,449,695,591.083333333333,1151.66666666667,"chlorate_reducers"
"predatory_or_exoparasitic5",0.0382496720613434,14.2127219044921,0.122822875340785,0.72879249709682,1,"Exp1","Rhizosphere","MH63",1635.66666666667,1873.5,2000.5,2080.33333333333,1851.25,1943.75,"predatory_or_exoparasitic"
"chloroplasts5",-1.16557511027331,4.37703420212024,1.29427784532836,0.28395392582311,0.645995181247576,"Exp1","Rhizosphere","MH63",0,0,0,0.333333333333333,0.166666666666667,0,"chloroplasts"
"cyanobacteria5",0.185355513607409,9.21232253589509,0.837963000403574,0.368321838457159,0.717177082218716,"Exp1","Rhizosphere","MH63",50.5,53.6666666666667,61.8333333333333,63.8333333333333,53,61.9166666666667,"cyanobacteria"
"anoxygenic_photoautotrophy_H2_oxidizing5",1.38294215228026e-17,4.31901867624035,0,1,1,"Exp1","Rhizosphere","MH63",0,0,0,0,0,0,"anoxygenic_photoautotrophy_H2_oxidizing"
"anoxygenic_photoautotrophy_S_oxidizing5",-0.249285900513526,13.1631456425782,3.64347870259444,0.067291323454424,0.278341383379663,"Exp1","Rhizosphere","MH63",658.833333333333,968.333333333333,1090.66666666667,950.833333333333,969,865.333333333333,"anoxygenic_photoautotrophy_S_oxidizing"
"anoxygenic_photoautotrophy_Fe_oxidizing5",1.38294215228026e-17,4.31901867624035,0,1,1,"Exp1","Rhizosphere","MH63",0,0,0,0,0,0,"anoxygenic_photoautotrophy_Fe_oxidizing"
"anoxygenic_photoautotrophy5",-0.249902045151171,13.1640467843007,3.66345647648478,0.066591611075794,0.278341383379663,"Exp1","Rhizosphere","MH63",659.5,969.666666666667,1091,950.833333333333,969.75,865.75,"anoxygenic_photoautotrophy"
"oxygenic_photoautotrophy5",0.185355513607409,9.21232253589509,0.837963000403574,0.368321838457159,0.717177082218716,"Exp1","Rhizosphere","MH63",50.5,53.6666666666667,61.8333333333333,63.8333333333333,53,61.9166666666667,"oxygenic_photoautotrophy"
"photoautotrophy5",-0.223716518440065,13.2515023901173,3.27115964971102,0.0819894662874557,0.298441657286339,"Exp1","Rhizosphere","MH63",710,1023.33333333333,1153,1014.66666666667,1022.83333333333,927.666666666667,"photoautotrophy"
"aerobic_anoxygenic_phototrophy5",1.38294215228026e-17,4.31901867624035,0,1,1,"Exp1","Rhizosphere","MH63",0,0,0,0,0,0,"aerobic_anoxygenic_phototrophy"
"photoheterotrophy5",0.0848756388281348,11.3537432825804,0.0570840687410672,0.813022975377453,1,"Exp1","Rhizosphere","MH63",297.666666666667,252.333333333333,177.666666666667,294.833333333333,241.833333333333,269.416666666667,"photoheterotrophy"
"phototrophy5",-0.133786771190623,13.588332867714,1.3232304569045,0.260395851189362,0.623579538374526,"Exp1","Rhizosphere","MH63",1004.33333333333,1272,1326.33333333333,1307.5,1260.5,1194.58333333333,"phototrophy"
"plastic_degradation5",1.38294215228026e-17,4.31901867624035,0,1,1,"Exp1","Rhizosphere","MH63",0,0,0,0,0,0,"plastic_degradation"
"ureolysis5",-0.156132696834154,13.0923888460963,0.803204401596835,0.378291208203279,0.717177082218716,"Exp1","Rhizosphere","MH63",891.333333333333,876.166666666667,866.333333333333,823.333333333333,898.166666666667,830.416666666667,"ureolysis"
"reductive_acetogenesis5",1.38294215228026e-17,4.31901867624035,0,1,1,"Exp1","Rhizosphere","MH63",0,0,0,0,0,0,"reductive_acetogenesis"
"chemoheterotrophy5",0.0937282781653056,17.0349845924894,2.04864138725679,0.164153366691332,0.466811136528475,"Exp1","Rhizosphere","MH63",14174.5,13059,12870,13520.5,12751.8333333333,14060.1666666667,"chemoheterotrophy"
"methanotrophy6",-0.249189363416903,14.5607898229282,3.41432964826119,0.0760513882297645,0.568716735576405,"Exp2","Rhizosphere","NIP",3372,1420.83333333333,2298.16666666667,2465.66666666667,2649.08333333333,2129.25,"methanotrophy"
"acetoclastic_methanogenesis6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"acetoclastic_methanogenesis"
"methanogenesis_by_disproportionation_of_methyl_groups6",0.801743263324232,5.29499262317304,1.35112171776038,0.255651087437911,1,"Exp2","Rhizosphere","NIP",2.33333333333333,1.33333333333333,2.33333333333333,1.83333333333333,1.41666666666667,2.5,"methanogenesis_by_disproportionation_of_methyl_groups"
"methanogenesis_using_formate6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"methanogenesis_using_formate"
"methanogenesis_by_CO2_reduction_with_H26",0.721880411507729,6.04682250365599,1.65016526064219,0.210275127859273,1,"Exp2","Rhizosphere","NIP",8.33333333333333,1.83333333333333,4.5,3.83333333333333,3.66666666666667,5.58333333333333,"methanogenesis_by_CO2_reduction_with_H2"
"methanogenesis_by_reduction_of_methyl_compounds_with_H26",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"methanogenesis_by_reduction_of_methyl_compounds_with_H2"
"hydrogenotrophic_methanogenesis6",0.721880411507729,6.04682250365599,1.65016526064219,0.210275127859273,1,"Exp2","Rhizosphere","NIP",8.33333333333333,1.83333333333333,4.5,3.83333333333333,3.66666666666667,5.58333333333333,"hydrogenotrophic_methanogenesis"
"methanogenesis6",0.492155891653419,7.5512063686198,1.53255270911186,0.226803003802742,1,"Exp2","Rhizosphere","NIP",35,4.83333333333333,7.66666666666667,17.6666666666667,14.8333333333333,17.75,"methanogenesis"
"methanol_oxidation6",-0.0546839550401997,13.3922995765461,0.171625451130461,0.68207248206387,1,"Exp2","Rhizosphere","NIP",1087.83333333333,744.166666666667,1363.83333333333,1095.33333333333,1087.33333333333,1058.25,"methanol_oxidation"
"methylotrophy6",-0.173559491686768,15.0910244913012,2.33223129567918,0.138806612398602,0.84209344855152,"Exp2","Rhizosphere","NIP",4460,2165.33333333333,3662.33333333333,3560.83333333333,3736.75,3187.5,"methylotrophy"
"aerobic_ammonia_oxidation6",0.157616307224634,14.6285055480681,1.68010680946688,0.206309255218437,1,"Exp2","Rhizosphere","NIP",2802.5,2795.83333333333,2578.5,1976.83333333333,2405.33333333333,2671.5,"aerobic_ammonia_oxidation"
"aerobic_nitrite_oxidation6",-0.0688499934659585,15.7559089102999,0.30399681026198,0.586099778764322,1,"Exp2","Rhizosphere","NIP",6013.66666666667,5990.83333333333,6005.66666666667,4215.16666666667,5685.16666666667,5427.5,"aerobic_nitrite_oxidation"
"nitrification6",0.00258766325430528,16.2992222845375,0.000543171029872699,0.981584283872404,1,"Exp2","Rhizosphere","NIP",8815.5,8786.66666666667,8583.66666666667,6191.66666666667,8090.16666666667,8098.58333333333,"nitrification"
"sulfate_respiration6",-0.0498214292893054,14.4813532542117,0.224140950996299,0.639857536174184,1,"Exp2","Rhizosphere","NIP",2557,2266.83333333333,2481.66666666667,1876,2329.58333333333,2261.16666666667,"sulfate_respiration"
"sulfur_respiration6",-0.0144367980247712,10.0060138312333,0.0053057931794113,0.942490758671122,1,"Exp2","Rhizosphere","NIP",114,118.833333333333,95,75.1666666666667,100.916666666667,100.583333333333,"sulfur_respiration"
"dark_sulfite_oxidation6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"dark_sulfite_oxidation"
"sulfite_respiration6",-0.299897717802563,11.7317964963082,5.21375837160294,0.0308326836204297,0.386648831697418,"Exp2","Rhizosphere","NIP",368.666666666667,341.333333333333,374,274.666666666667,373.666666666667,305.666666666667,"sulfite_respiration"
"thiosulfate_respiration6",-0.407726181493395,7.2758373762432,1.16168120923409,0.2910253973625,1,"Exp2","Rhizosphere","NIP",11.6666666666667,24.6666666666667,7,10.8333333333333,15.5833333333333,11.5,"thiosulfate_respiration"
"respiration_of_sulfur_compounds6",-0.0498684854002255,14.5494430995848,0.22673617278032,0.637935440633117,1,"Exp2","Rhizosphere","NIP",2680,2404.66666666667,2580.5,1957.83333333333,2441.58333333333,2369.91666666667,"respiration_of_sulfur_compounds"
"arsenate_detoxification6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"arsenate_detoxification"
"arsenate_respiration6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"arsenate_respiration"
"dissimilatory_arsenate_reduction6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"dissimilatory_arsenate_reduction"
"arsenite_oxidation_detoxification6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"arsenite_oxidation_detoxification"
"arsenite_oxidation_energy_yielding6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"arsenite_oxidation_energy_yielding"
"dissimilatory_arsenite_oxidation6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"dissimilatory_arsenite_oxidation"
"anammox6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"anammox"
"nitrate_denitrification6",0.0249826274963349,7.33639572517748,0.00753826489212021,0.931477919900043,1,"Exp2","Rhizosphere","NIP",10.8333333333333,23,16.1666666666667,8,14.8333333333333,14.1666666666667,"nitrate_denitrification"
"nitrite_denitrification6",0.0249826274963349,7.33639572517748,0.00753826489212021,0.931477919900043,1,"Exp2","Rhizosphere","NIP",10.8333333333333,23,16.1666666666667,8,14.8333333333333,14.1666666666667,"nitrite_denitrification"
"nitrous_oxide_denitrification6",0.0249826274963349,7.33639572517748,0.00753826489212021,0.931477919900043,1,"Exp2","Rhizosphere","NIP",10.8333333333333,23,16.1666666666667,8,14.8333333333333,14.1666666666667,"nitrous_oxide_denitrification"
"denitrification6",0.0249826274963349,7.33639572517748,0.00753826489212021,0.931477919900043,1,"Exp2","Rhizosphere","NIP",10.8333333333333,23,16.1666666666667,8,14.8333333333333,14.1666666666667,"denitrification"
"chitinolysis6",0.429880620908112,11.8383171391931,0.922869256129218,0.345580686725574,1,"Exp2","Rhizosphere","NIP",335.833333333333,207.833333333333,614.333333333333,298.333333333333,323.083333333333,405.083333333333,"chitinolysis"
"knallgas_bacteria6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"knallgas_bacteria"
"dark_hydrogen_oxidation6",0.171191028601913,11.5062267198049,0.788083227083604,0.382827163370597,1,"Exp2","Rhizosphere","NIP",263.5,181.5,429.5,293.666666666667,273.416666666667,310.666666666667,"dark_hydrogen_oxidation"
"nitrogen_fixation6",-0.147917224936319,13.4106367975779,0.339537885831994,0.565120800416993,1,"Exp2","Rhizosphere","NIP",656.333333333333,604.333333333333,936.833333333333,1948,1110.33333333333,962.416666666667,"nitrogen_fixation"
"nitrate_ammonification6",-0.375670559136901,4.66712914951713,0.170487207178619,0.683067772053968,1,"Exp2","Rhizosphere","NIP",0.166666666666667,0.333333333333333,0.166666666666667,1.5,0.583333333333333,0.5,"nitrate_ammonification"
"nitrite_ammonification6",-0.375670559136901,4.66712914951713,0.170487207178619,0.683067772053968,1,"Exp2","Rhizosphere","NIP",0.166666666666667,0.333333333333333,0.166666666666667,1.5,0.583333333333333,0.5,"nitrite_ammonification"
"nitrite_respiration6",0.0561187524895237,7.65741648790927,0.037501970815464,0.847953047523534,1,"Exp2","Rhizosphere","NIP",11.6666666666667,28,24.8333333333333,9.83333333333333,18.5833333333333,18.5833333333333,"nitrite_respiration"
"cellulolysis6",0.31808224298625,11.5439152687754,3.29062882335467,0.0812452479394864,0.568716735576405,"Exp2","Rhizosphere","NIP",304.5,299.5,326.166666666667,250.666666666667,266.083333333333,324.333333333333,"cellulolysis"
"xylanolysis6",0.293461055766087,7.59974799060938,0.866728220245903,0.360435391754356,1,"Exp2","Rhizosphere","NIP",14.8333333333333,15,27.5,13.1666666666667,16.0833333333333,19.1666666666667,"xylanolysis"
"dark_sulfide_oxidation6",0.0416293282506122,15.8433432434413,0.0788412408333832,0.781098360415871,1,"Exp2","Rhizosphere","NIP",6257.5,6465.66666666667,5134.33333333333,5402.16666666667,5665.5,5964.33333333333,"dark_sulfide_oxidation"
"dark_sulfur_oxidation6",0.763070212840906,4.67952333340421,0.682493861323595,0.416253403328621,1,"Exp2","Rhizosphere","NIP",0.333333333333333,0.5,0.833333333333333,0.666666666666667,0.416666666666667,0.75,"dark_sulfur_oxidation"
"dark_thiosulfate_oxidation6",0.920706854818583,7.23078631096147,8.75624318035629,0.00650231408371059,0.295855290808832,"Exp2","Rhizosphere","NIP",8.5,9.33333333333333,21.3333333333333,13.5,8.66666666666667,17.6666666666667,"dark_thiosulfate_oxidation"
"dark_oxidation_of_sulfur_compounds6",0.051285645603872,15.8595029214991,0.12286187267589,0.728777762740428,1,"Exp2","Rhizosphere","NIP",6289.83333333333,6485.16666666667,5238.5,5506.16666666667,5715.91666666667,6043.91666666667,"dark_oxidation_of_sulfur_compounds"
"manganese_oxidation6",-0.285799065163249,11.6661782322886,1.07521926995361,0.309326859202901,1,"Exp2","Rhizosphere","NIP",118.666666666667,175.333333333333,242,676.833333333333,332.916666666667,273.5,"manganese_oxidation"
"manganese_respiration6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"manganese_respiration"
"ligninolysis6",-0.252219015372709,4.78828970618245,0.0954156621707365,0.760449254546204,1,"Exp2","Rhizosphere","NIP",0.666666666666667,0.5,2,0,0.916666666666667,0.666666666666667,"ligninolysis"
"fermentation6",-0.114920705670543,15.4142922247369,0.502906323751684,0.484543083221986,1,"Exp2","Rhizosphere","NIP",2569.66666666667,4465.5,3113.66666666667,6697.16666666667,4202.91666666667,4220.08333333333,"fermentation"
"aerobic_chemoheterotrophy6",0.14052841193948,16.2685648097472,0.967569791651859,0.334361283207538,1,"Exp2","Rhizosphere","NIP",6110.5,7750.16666666667,7442,9640.66666666667,7396.58333333333,8075.08333333333,"aerobic_chemoheterotrophy"
"invertebrate_parasites6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"invertebrate_parasites"
"human_pathogens_septicemia6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"human_pathogens_septicemia"
"human_pathogens_pneumonia6",0.0465789534727167,14.9506356537589,0.0688439730183245,0.795097229664946,1,"Exp2","Rhizosphere","NIP",2980,3291,3571.5,2844.5,3110.75,3232.75,"human_pathogens_pneumonia"
"human_pathogens_nosocomia6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"human_pathogens_nosocomia"
"human_pathogens_meningitis6",-3.88325144317235,4.854196864541,5.37145369266679,0.0457384898796958,0.416220257905231,"Exp2","Rhizosphere","NIP",0,3.66666666666667,0,0,1.83333333333333,0,"human_pathogens_meningitis"
"human_pathogens_gastroenteritis6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"human_pathogens_gastroenteritis"
"human_pathogens_diarrhea6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"human_pathogens_diarrhea"
"human_pathogens_all6",0.0813266400697243,15.2082266343358,0.176985518044072,0.677437110858191,1,"Exp2","Rhizosphere","NIP",3813.83333333333,3864.5,4227,3264,3672.41666666667,3912.25,"human_pathogens_all"
"fish_parasites6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"fish_parasites"
"human_gut6",0.904001823628363,7.41711846585605,6.33061356185769,0.0183826917980447,0.360565185702399,"Exp2","Rhizosphere","NIP",4.83333333333333,15.6666666666667,24.5,16.5,10.8333333333333,19.9166666666667,"human_gut"
"human_associated6",0.0848597088836133,15.2138649672857,0.192797998532031,0.66422905493346,1,"Exp2","Rhizosphere","NIP",3818.5,3879.83333333333,4251.33333333333,3280.33333333333,3683,3932,"human_associated"
"mammal_gut6",0.904001823628363,7.41711846585605,6.33061356185769,0.0183826917980447,0.360565185702399,"Exp2","Rhizosphere","NIP",4.83333333333333,15.6666666666667,24.5,16.5,10.8333333333333,19.9166666666667,"mammal_gut"
"animal_parasites_or_symbionts6",0.0850148884647321,15.2143653720541,0.193565441995917,0.66360475669657,1,"Exp2","Rhizosphere","NIP",3819,3881.16666666667,4252.16666666667,3282.83333333333,3684.16666666667,3933.41666666667,"animal_parasites_or_symbionts"
"plant_pathogen6",-1.32242239812053,5.51283628936348,4.98211335100639,0.0344507486374212,0.386648831697418,"Exp2","Rhizosphere","NIP",0.833333333333333,2.16666666666667,7.33333333333333,0.333333333333333,4.08333333333333,1.25,"plant_pathogen"
"oil_bioremediation6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"oil_bioremediation"
"aromatic_hydrocarbon_degradation6",2.85849495177328,4.56466734280751,7.01576340930224,0.0200871413565447,0.360565185702399,"Exp2","Rhizosphere","NIP",0.666666666666667,0.166666666666667,0,0.666666666666667,0,0.75,"aromatic_hydrocarbon_degradation"
"aromatic_compound_degradation6",0.157686842711762,10.5423067914573,0.892376171117614,0.353539133952923,1,"Exp2","Rhizosphere","NIP",112,206.833333333333,139.5,134.166666666667,139.75,156.5,"aromatic_compound_degradation"
"aliphatic_non_methane_hydrocarbon_degradation6",1.02536275154897,5.6594645451631,2.7000371032625,0.112398086661097,0.730587563297132,"Exp2","Rhizosphere","NIP",1.83333333333333,3.33333333333333,6,1.5,2,4.33333333333333,"aliphatic_non_methane_hydrocarbon_degradation"
"hydrocarbon_degradation6",-0.244293770693853,14.5660518315991,3.36972194937867,0.0778794196399143,0.568716735576405,"Exp2","Rhizosphere","NIP",3377.16666666667,1428.5,2317,2471.33333333333,2656.08333333333,2140.91666666667,"hydrocarbon_degradation"
"dark_iron_oxidation6",-1.82253772689564,5.51547992509906,8.77761259449252,0.00644586542057793,0.295855290808832,"Exp2","Rhizosphere","NIP",2.33333333333333,4.5,2.16666666666667,1.5,4.16666666666667,1.08333333333333,"dark_iron_oxidation"
"iron_respiration6",-0.289017428311862,14.6501080417556,4.76687140391962,0.0382399943437007,0.386648831697418,"Exp2","Rhizosphere","NIP",2757,2394.66666666667,3155,2018.83333333333,2835.41666666667,2327.33333333333,"iron_respiration"
"nitrate_respiration6",-0.0699032080849525,11.5930054817332,0.0957104382820691,0.759507441898647,1,"Exp2","Rhizosphere","NIP",244.666666666667,279.5,447.5,267.166666666667,310.25,309.166666666667,"nitrate_respiration"
"nitrate_reduction6",-0.119363256364845,12.4969029618442,0.282466945131129,0.5996050002913,1,"Exp2","Rhizosphere","NIP",463.333333333333,592,827.166666666667,468.666666666667,604.583333333333,571,"nitrate_reduction"
"nitrogen_respiration6",-0.0699032080849525,11.5930054817332,0.0957104382820691,0.759507441898647,1,"Exp2","Rhizosphere","NIP",244.666666666667,279.5,447.5,267.166666666667,310.25,309.166666666667,"nitrogen_respiration"
"fumarate_respiration6",-0.178078551686185,5.09353119896968,0.0812708084423771,0.777843361084326,1,"Exp2","Rhizosphere","NIP",1.16666666666667,1.16666666666667,0.5,2.83333333333333,1.41666666666667,1.41666666666667,"fumarate_respiration"
"intracellular_parasites6",0.251155464249626,11.3169067406878,2.08029981374321,0.161161355501479,0.916605209414663,"Exp2","Rhizosphere","NIP",289.333333333333,270.333333333333,272.166666666667,192.666666666667,234.083333333333,278.166666666667,"intracellular_parasites"
"chlorate_reducers6",-0.661127220166685,10.0303307052192,5.76766191239129,0.0237735287276307,0.360565185702399,"Exp2","Rhizosphere","NIP",74.6666666666667,130,113.333333333333,93.1666666666667,124.75,80.8333333333333,"chlorate_reducers"
"predatory_or_exoparasitic6",-0.0268908598702173,13.4523011587976,0.066246846183221,0.798909952372245,1,"Exp2","Rhizosphere","NIP",1162,1177.5,1193.66666666667,960.333333333333,1133.66666666667,1113.08333333333,"predatory_or_exoparasitic"
"chloroplasts6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"chloroplasts"
"cyanobacteria6",0.101878140789072,7.29390872366701,0.109085812119193,0.743836532895303,1,"Exp2","Rhizosphere","NIP",13,18.6666666666667,15.5,8.83333333333333,13.5,14.5,"cyanobacteria"
"anoxygenic_photoautotrophy_H2_oxidizing6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"anoxygenic_photoautotrophy_H2_oxidizing"
"anoxygenic_photoautotrophy_S_oxidizing6",-0.057574782764667,13.7703065732962,0.172065266436496,0.681688944459269,1,"Exp2","Rhizosphere","NIP",1602.66666666667,1827,1191.83333333333,986.166666666667,1414.41666666667,1389.41666666667,"anoxygenic_photoautotrophy_S_oxidizing"
"anoxygenic_photoautotrophy_Fe_oxidizing6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"anoxygenic_photoautotrophy_Fe_oxidizing"
"anoxygenic_photoautotrophy6",-0.057574782764667,13.7703065732962,0.172065266436496,0.681688944459269,1,"Exp2","Rhizosphere","NIP",1602.66666666667,1827,1191.83333333333,986.166666666667,1414.41666666667,1389.41666666667,"anoxygenic_photoautotrophy"
"oxygenic_photoautotrophy6",0.101878140789072,7.29390872366701,0.109085812119193,0.743836532895303,1,"Exp2","Rhizosphere","NIP",13,18.6666666666667,15.5,8.83333333333333,13.5,14.5,"oxygenic_photoautotrophy"
"photoautotrophy6",-0.0555685101116278,13.784307269466,0.164566054854535,0.6883092938534,1,"Exp2","Rhizosphere","NIP",1615.33333333333,1845.66666666667,1207.83333333333,995,1428.08333333333,1403.83333333333,"photoautotrophy"
"aerobic_anoxygenic_phototrophy6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"aerobic_anoxygenic_phototrophy"
"photoheterotrophy6",-0.0178200734468053,10.8047689411065,0.00348338966913743,0.953387714197862,1,"Exp2","Rhizosphere","NIP",185.333333333333,115.5,248.166666666667,166.166666666667,178.833333333333,178.75,"photoheterotrophy"
"phototrophy6",-0.0443585230355839,13.9459730093501,0.129727057647863,0.721627470580307,1,"Exp2","Rhizosphere","NIP",1793.83333333333,1943.66666666667,1446.5,1156,1596,1574,"phototrophy"
"plastic_degradation6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"plastic_degradation"
"ureolysis6",0.103469619892201,13.6163980870931,0.112706173855692,0.73978064243322,1,"Exp2","Rhizosphere","NIP",954.5,1994.5,691.166666666667,1298,1222,1247.08333333333,"ureolysis"
"reductive_acetogenesis6",3.16989600735252e-16,4.31131157140904,0,1,1,"Exp2","Rhizosphere","NIP",0,0,0,0,0,0,"reductive_acetogenesis"
"chemoheterotrophy6",-0.000741141956736623,17.3157984906365,5.18274883275868e-05,0.994310981765577,1,"Exp2","Rhizosphere","NIP",13725,14836.1666666667,15043.5,20296.3333333333,15854.0833333333,16096.4166666667,"chemoheterotrophy"
"methanotrophy7",0.167173459324597,13.8617982607565,1.77428213080843,0.192421704937375,1,"Exp2","Rhizosphere","MH63",1163.66666666667,1280,1485.33333333333,2064.66666666667,1419.16666666667,1577.66666666667,"methanotrophy"
"acetoclastic_methanogenesis7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"acetoclastic_methanogenesis"
"methanogenesis_by_disproportionation_of_methyl_groups7",-0.550691824024991,5.27297310888098,0.719789053430799,0.402621596225736,1,"Exp2","Rhizosphere","MH63",3,1.5,1.5,1.5,2.25,1.5,"methanogenesis_by_disproportionation_of_methyl_groups"
"methanogenesis_using_formate7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"methanogenesis_using_formate"
"methanogenesis_by_CO2_reduction_with_H27",0.119073540706305,6.41938137530633,0.0535181599819769,0.818548597369948,1,"Exp2","Rhizosphere","MH63",7.66666666666667,10,4,4.5,6.16666666666667,6.91666666666667,"methanogenesis_by_CO2_reduction_with_H2"
"methanogenesis_by_reduction_of_methyl_compounds_with_H27",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"methanogenesis_by_reduction_of_methyl_compounds_with_H2"
"hydrogenotrophic_methanogenesis7",0.119073540706305,6.41938137530633,0.0535181599819769,0.818548597369948,1,"Exp2","Rhizosphere","MH63",7.66666666666667,10,4,4.5,6.16666666666667,6.91666666666667,"hydrogenotrophic_methanogenesis"
"methanogenesis7",-0.171051096627537,8.052858362957,0.316393525415406,0.577769095045413,1,"Exp2","Rhizosphere","MH63",25.3333333333333,40.6666666666667,13.1666666666667,18.3333333333333,26.5,22.25,"methanogenesis"
"methanol_oxidation7",-0.0306738462760177,12.6446741862405,0.0313899770883409,0.860508775036741,1,"Exp2","Rhizosphere","MH63",547.5,454.833333333333,813,759.166666666667,638.75,648.5,"methanol_oxidation"
"methylotrophy7",0.104045636811516,14.3765777972477,0.64927000326161,0.426421863533403,1,"Exp2","Rhizosphere","MH63",1711.16666666667,1735,2298.16666666667,2823.83333333333,2058,2226.08333333333,"methylotrophy"
"aerobic_ammonia_oxidation7",0.174755356613015,14.804612112747,3.43266655234935,0.0733192024628391,1,"Exp2","Rhizosphere","MH63",3001.83333333333,3620,2663.5,1944,2633.25,2981.41666666667,"aerobic_ammonia_oxidation"
"aerobic_nitrite_oxidation7",-0.093019064104745,16.1014216272576,0.644438941524514,0.428130474458624,1,"Exp2","Rhizosphere","MH63",7357.5,6927.33333333333,6237.5,7285.33333333333,7230.41666666667,6673.41666666667,"aerobic_nitrite_oxidation"
"nitrification7",-0.0248468643597252,16.5938194829261,0.0671861296060365,0.797167103152809,1,"Exp2","Rhizosphere","MH63",10359.3333333333,10547,8901.33333333333,9229.5,9863.58333333333,9655,"nitrification"
"sulfate_respiration7",-0.011562139077837,14.8754977359506,0.0148937064392322,0.903643655527154,1,"Exp2","Rhizosphere","MH63",2860.83333333333,2665.5,2765.16666666667,3766.83333333333,3033.58333333333,2995.58333333333,"sulfate_respiration"
"sulfur_respiration7",-0.0804480397615412,10.8308579096898,0.30337439769614,0.585664651038187,1,"Exp2","Rhizosphere","MH63",184,189.166666666667,176.833333333333,164.833333333333,183.833333333333,173.583333333333,"sulfur_respiration"
"dark_sulfite_oxidation7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"dark_sulfite_oxidation"
"sulfite_respiration7",-0.207373785405812,12.1740803802882,1.78798026040036,0.190759816415827,1,"Exp2","Rhizosphere","MH63",466.833333333333,460,374.166666666667,555.166666666667,501.75,426.333333333333,"sulfite_respiration"
"thiosulfate_respiration7",0.26208793984548,7.41276590483603,0.769215308723591,0.387107570738006,1,"Exp2","Rhizosphere","MH63",13.3333333333333,21.8333333333333,12,12.8333333333333,13.4166666666667,16.5833333333333,"thiosulfate_respiration"
