"","logFC","logCPM","F","PValue","fdr","Experiment","Compartment","Variety","rel.TP1","rel.TP2","rel.TP3","rel.TP4","rel.Intact","rel.Defoliation","function_name"
"respiration_of_sulfur_compounds7",-0.0127552248075824,14.9638278750832,0.0190117227133413,0.891211515507237,1,"Exp2","Rhizosphere","MH63",3052.16666666667,2873.33333333333,2947.5,3937,3226.08333333333,3178.91666666667,"respiration_of_sulfur_compounds"
"arsenate_detoxification7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"arsenate_detoxification"
"arsenate_respiration7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"arsenate_respiration"
"dissimilatory_arsenate_reduction7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"dissimilatory_arsenate_reduction"
"arsenite_oxidation_detoxification7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"arsenite_oxidation_detoxification"
"arsenite_oxidation_energy_yielding7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"arsenite_oxidation_energy_yielding"
"dissimilatory_arsenite_oxidation7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"dissimilatory_arsenite_oxidation"
"anammox7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"anammox"
"nitrate_denitrification7",0.0105153171521566,7.13703479140738,0.000817238160051068,0.977374237801864,1,"Exp2","Rhizosphere","MH63",11.3333333333333,16.8333333333333,9.66666666666667,10,11.8333333333333,12.0833333333333,"nitrate_denitrification"
"nitrite_denitrification7",0.0105153171521566,7.13703479140738,0.000817238160051068,0.977374237801864,1,"Exp2","Rhizosphere","MH63",11.3333333333333,16.8333333333333,9.66666666666667,10,11.8333333333333,12.0833333333333,"nitrite_denitrification"
"nitrous_oxide_denitrification7",0.0105153171521566,7.13703479140738,0.000817238160051068,0.977374237801864,1,"Exp2","Rhizosphere","MH63",11.3333333333333,16.8333333333333,9.66666666666667,10,11.8333333333333,12.0833333333333,"nitrous_oxide_denitrification"
"denitrification7",0.0105153171521566,7.13703479140738,0.000817238160051068,0.977374237801864,1,"Exp2","Rhizosphere","MH63",11.3333333333333,16.8333333333333,9.66666666666667,10,11.8333333333333,12.0833333333333,"denitrification"
"chitinolysis7",0.342306393852217,9.96207366114788,1.91981450748085,0.175621098283541,1,"Exp2","Rhizosphere","MH63",62.1666666666667,63,114.5,158.166666666667,87.25,111.666666666667,"chitinolysis"
"knallgas_bacteria7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"knallgas_bacteria"
"dark_hydrogen_oxidation7",-0.342606491931848,11.7915618205457,1.49127154181626,0.231091202720805,1,"Exp2","Rhizosphere","MH63",383.833333333333,189.333333333333,366.5,483,388.166666666667,323.166666666667,"dark_hydrogen_oxidation"
"nitrogen_fixation7",-0.080879893308945,11.8960735329795,0.330465125256579,0.569473413828742,1,"Exp2","Rhizosphere","MH63",335.833333333333,374.333333333333,366.166666666667,438.666666666667,390.5,367,"nitrogen_fixation"
"nitrate_ammonification7",0.559290459271413,4.98722695496289,0.322076138468276,0.575145963249663,1,"Exp2","Rhizosphere","MH63",1,0,2,1.83333333333333,1,1.41666666666667,"nitrate_ammonification"
"nitrite_ammonification7",0.559290459271413,4.98722695496289,0.322076138468276,0.575145963249663,1,"Exp2","Rhizosphere","MH63",1,0,2,1.83333333333333,1,1.41666666666667,"nitrite_ammonification"
"nitrite_respiration7",-0.147605890161438,7.51975424372149,0.204403785796561,0.65429106840597,1,"Exp2","Rhizosphere","MH63",14.8333333333333,19.5,12.6666666666667,18.5,17,15.75,"nitrite_respiration"
"cellulolysis7",0.161008253578211,11.6512815262107,1.26351813582987,0.269489224075161,1,"Exp2","Rhizosphere","MH63",258.833333333333,348.166666666667,318.666666666667,355.333333333333,307.416666666667,333.083333333333,"cellulolysis"
"xylanolysis7",0.234013529804734,7.41352645671234,0.335796493397529,0.566391996999465,1,"Exp2","Rhizosphere","MH63",12.6666666666667,11.3333333333333,23.6666666666667,12.8333333333333,13.9166666666667,16.3333333333333,"xylanolysis"
"dark_sulfide_oxidation7",0.0691546298202138,16.0772893369996,0.393485432397292,0.534998933997628,1,"Exp2","Rhizosphere","MH63",7658.66666666667,7894.16666666667,7039,4435.83333333333,6518.41666666667,6995.41666666667,"dark_sulfide_oxidation"
"dark_sulfur_oxidation7",0.687318900956451,4.83236254307402,0.370213370580731,0.548075318691565,1,"Exp2","Rhizosphere","MH63",0,0.833333333333333,0.666666666666667,2,0.583333333333333,1.16666666666667,"dark_sulfur_oxidation"
"dark_thiosulfate_oxidation7",-1.03676694280102,7.47695131376321,6.67094924722067,0.0146648207950564,0.758543912936858,"Exp2","Rhizosphere","MH63",5.83333333333333,6.66666666666667,33.1666666666667,18.3333333333333,21.6666666666667,10.3333333333333,"dark_thiosulfate_oxidation"
"dark_oxidation_of_sulfur_compounds7",0.0664668835518054,16.0817014378526,0.363844278944219,0.550702693531844,1,"Exp2","Rhizosphere","MH63",7667.66666666667,7905.33333333333,7079.66666666667,4461.16666666667,6546.33333333333,7010.58333333333,"dark_oxidation_of_sulfur_compounds"
"manganese_oxidation7",0.0284561117002457,10.6570544908012,0.0129550734873671,0.910103387159985,1,"Exp2","Rhizosphere","MH63",33.3333333333333,126.333333333333,62.6666666666667,466.833333333333,138.833333333333,205.75,"manganese_oxidation"
"manganese_respiration7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"manganese_respiration"
"ligninolysis7",-0.0477613024500418,4.71025614532009,0.00203417444373708,0.964364760413268,1,"Exp2","Rhizosphere","MH63",0,1.83333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.583333333333333,"ligninolysis"
"fermentation7",-0.0885704328980019,15.2480352192074,0.733748589778999,0.3981479492703,1,"Exp2","Rhizosphere","MH63",3414.33333333333,5139.33333333333,3068.66666666667,3770.33333333333,3943.66666666667,3752.66666666667,"fermentation"
"aerobic_chemoheterotrophy7",0.0700996488564852,15.8347513142691,0.758921914364862,0.390264854111332,1,"Exp2","Rhizosphere","MH63",5580.66666666667,5789.66666666667,5954.66666666667,6060.5,5722.83333333333,5969.91666666667,"aerobic_chemoheterotrophy"
"invertebrate_parasites7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"invertebrate_parasites"
"human_pathogens_septicemia7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"human_pathogens_septicemia"
"human_pathogens_pneumonia7",0.00360528070733842,14.9467851489947,0.000851574364700694,0.976903954565144,1,"Exp2","Rhizosphere","MH63",2942.5,2464.33333333333,3959,3398.16666666667,3161.41666666667,3220.58333333333,"human_pathogens_pneumonia"
"human_pathogens_nosocomia7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"human_pathogens_nosocomia"
"human_pathogens_meningitis7",-1.21310866619951,4.37256099797175,1.05980487113978,0.320168096561894,1,"Exp2","Rhizosphere","MH63",0,0,0,0.333333333333333,0.166666666666667,0,"human_pathogens_meningitis"
"human_pathogens_gastroenteritis7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"human_pathogens_gastroenteritis"
"human_pathogens_diarrhea7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"human_pathogens_diarrhea"
"human_pathogens_all7",0.00605541585372295,15.2386632105648,0.00209228241991452,0.963805394260898,1,"Exp2","Rhizosphere","MH63",3748.83333333333,3057.5,4801.16666666667,4001.66666666667,3863.83333333333,3940.75,"human_pathogens_all"
"fish_parasites7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"fish_parasites"
"human_gut7",-0.531789280063944,8.09095383448626,1.52978300208068,0.225297566752244,1,"Exp2","Rhizosphere","MH63",7.66666666666667,49.8333333333333,12,33.8333333333333,31.1666666666667,20.5,"human_gut"
"human_associated7",0.00258067283583291,15.248044246667,0.000383936475505012,0.98449074474767,1,"Exp2","Rhizosphere","MH63",3756.33333333333,3107.66666666667,4813.5,4035.5,3895.08333333333,3961.41666666667,"human_associated"
"mammal_gut7",-0.531789280063944,8.09095383448626,1.52978300208068,0.225297566752244,1,"Exp2","Rhizosphere","MH63",7.66666666666667,49.8333333333333,12,33.8333333333333,31.1666666666667,20.5,"mammal_gut"
"animal_parasites_or_symbionts7",-0.000608496842174138,15.2529010385577,2.18383398868599e-05,0.996300882650467,1,"Exp2","Rhizosphere","MH63",3758.33333333333,3108.66666666667,4855.16666666667,4048.16666666667,3916.08333333333,3969.08333333333,"animal_parasites_or_symbionts"
"plant_pathogen7",-0.0477613024500418,4.71025614532009,0.00203417444373708,0.964364760413268,1,"Exp2","Rhizosphere","MH63",0,1.83333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.583333333333333,"plant_pathogen"
"oil_bioremediation7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"oil_bioremediation"
"aromatic_hydrocarbon_degradation7",-0.903838720607833,4.50690499863848,0.499347614589611,0.489667814938178,1,"Exp2","Rhizosphere","MH63",0,0,0,1.16666666666667,0.416666666666667,0.166666666666667,"aromatic_hydrocarbon_degradation"
"aromatic_compound_degradation7",0.157585751904687,10.6010523679218,1.00910986865079,0.322779539671849,1,"Exp2","Rhizosphere","MH63",105.833333333333,215.5,122.666666666667,166,141.25,163.75,"aromatic_compound_degradation"
"aliphatic_non_methane_hydrocarbon_degradation7",0.0168160097915243,6.38099935418794,0.0011583219062561,0.973064932679512,1,"Exp2","Rhizosphere","MH63",6.5,2.66666666666667,6.5,10.1666666666667,6.33333333333333,6.58333333333333,"aliphatic_non_methane_hydrocarbon_degradation"
"hydrocarbon_degradation7",0.167775597184181,13.8733055732859,1.82908058623645,0.18587684891603,1,"Exp2","Rhizosphere","MH63",1173.66666666667,1286.66666666667,1497.66666666667,2085,1430.41666666667,1591.08333333333,"hydrocarbon_degradation"
"dark_iron_oxidation7",0.0473369895684048,5.53594324664703,0.00376088798048016,0.951487423885887,1,"Exp2","Rhizosphere","MH63",2.66666666666667,1.33333333333333,2,4.83333333333333,2.33333333333333,3.08333333333333,"dark_iron_oxidation"
"iron_respiration7",-0.110089713117787,15.1222841232784,1.17163528148686,0.287291494482176,1,"Exp2","Rhizosphere","MH63",3403.16666666667,2785,3644,4482.33333333333,3737.16666666667,3420.08333333333,"iron_respiration"
"nitrate_respiration7",0.0279649351979376,11.7590541871247,0.0333625203562916,0.856241264343767,1,"Exp2","Rhizosphere","MH63",336.5,204.5,398.666666666667,468,341.5,362.333333333333,"nitrate_respiration"
"nitrate_reduction7",0.00832774839395888,12.5250775826023,0.00311584273891681,0.955838374441497,1,"Exp2","Rhizosphere","MH63",492.5,421.333333333333,616.5,883.166666666667,596.916666666667,609.833333333333,"nitrate_reduction"
"nitrogen_respiration7",0.0279649351979376,11.7590541871247,0.0333625203562916,0.856241264343767,1,"Exp2","Rhizosphere","MH63",336.5,204.5,398.666666666667,468,341.5,362.333333333333,"nitrogen_respiration"
"fumarate_respiration7",0.539896435209482,5.6708685842373,0.607545156275866,0.44153732511741,1,"Exp2","Rhizosphere","MH63",1.5,1.83333333333333,3.16666666666667,6.16666666666667,2.66666666666667,3.66666666666667,"fumarate_respiration"
"intracellular_parasites7",-0.0831032679525416,11.4827908078557,0.414643381112743,0.524288572290206,1,"Exp2","Rhizosphere","MH63",277.5,255.833333333333,260.333333333333,347.833333333333,294.416666666667,276.333333333333,"intracellular_parasites"
"chlorate_reducers7",0.180884881181627,10.3694730770093,0.648986400101128,0.426521874901418,1,"Exp2","Rhizosphere","MH63",119.333333333333,64,150.333333333333,203.333333333333,122.25,146.25,"chlorate_reducers"
"predatory_or_exoparasitic7",0.227537795640958,13.7696336464148,6.39423434622293,0.016671294789821,0.758543912936858,"Exp2","Rhizosphere","MH63",1142.33333333333,1493.16666666667,1277,1684.16666666667,1287,1511.33333333333,"predatory_or_exoparasitic"
"chloroplasts7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"chloroplasts"
"cyanobacteria7",0.292122233168166,7.60155054140037,0.776008202470511,0.385044451079048,1,"Exp2","Rhizosphere","MH63",13.6666666666667,11.5,20.3333333333333,25.6666666666667,15.4166666666667,20.1666666666667,"cyanobacteria"
"anoxygenic_photoautotrophy_H2_oxidizing7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"anoxygenic_photoautotrophy_H2_oxidizing"
"anoxygenic_photoautotrophy_S_oxidizing7",-0.219704179622126,14.2565993021209,3.32280408392544,0.077840295251255,1,"Exp2","Rhizosphere","MH63",2477.16666666667,2071.33333333333,1710.5,1377.83333333333,2082.41666666667,1736,"anoxygenic_photoautotrophy_S_oxidizing"
"anoxygenic_photoautotrophy_Fe_oxidizing7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"anoxygenic_photoautotrophy_Fe_oxidizing"
"anoxygenic_photoautotrophy7",-0.219704179622126,14.2565993021209,3.32280408392544,0.077840295251255,1,"Exp2","Rhizosphere","MH63",2477.16666666667,2071.33333333333,1710.5,1377.83333333333,2082.41666666667,1736,"anoxygenic_photoautotrophy"
"oxygenic_photoautotrophy7",0.292122233168166,7.60155054140037,0.776008202470511,0.385044451079048,1,"Exp2","Rhizosphere","MH63",13.6666666666667,11.5,20.3333333333333,25.6666666666667,15.4166666666667,20.1666666666667,"oxygenic_photoautotrophy"
"photoautotrophy7",-0.21322024790277,14.2692247370582,3.17033131117827,0.0846459410567524,1,"Exp2","Rhizosphere","MH63",2490.66666666667,2082.83333333333,1730.66666666667,1403.5,2098,1755.83333333333,"photoautotrophy"
"aerobic_anoxygenic_phototrophy7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"aerobic_anoxygenic_phototrophy"
"photoheterotrophy7",0.0492212675391618,10.5596697788198,0.0355565771202186,0.851645127230514,1,"Exp2","Rhizosphere","MH63",140.833333333333,136,172.666666666667,152.666666666667,149.666666666667,151.416666666667,"photoheterotrophy"
"phototrophy7",-0.196004243138278,14.3687709741801,3.23460547817758,0.0816981896967553,1,"Exp2","Rhizosphere","MH63",2625,2204,1898.83333333333,1552,2239.66666666667,1900.25,"phototrophy"
"plastic_degradation7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"plastic_degradation"
"ureolysis7",-0.0900021006015792,13.2846862426133,0.184843283014311,0.67017393314208,1,"Exp2","Rhizosphere","MH63",910.833333333333,823,1002.33333333333,1325.83333333333,1048.58333333333,982.416666666667,"ureolysis"
"reductive_acetogenesis7",8.14539886904333e-18,4.31473836798791,0,1,1,"Exp2","Rhizosphere","MH63",0,0,0,0,0,0,"reductive_acetogenesis"
"chemoheterotrophy7",0.03505024092841,16.9007627063822,0.276355647613361,0.602785516732325,1,"Exp2","Rhizosphere","MH63",10996.1666666667,13039.6666666667,11723.1666666667,13098.6666666667,12075.6666666667,12353.1666666667,"chemoheterotrophy"
