"","logFC","logCPM","F","PValue","fdr","Experiment","Compartment","Variety","rel.TP1","rel.TP2","rel.TP3","rel.TP4","rel.Intact","rel.Defoliation","module_name"
"module153",-0.318141842293612,11.6668494080472,1.50563050236563,0.231916765145746,0.632500268579307,"Exp2","Root","MH63",298,216.666666666667,204.666666666667,324.166666666667,313.083333333333,208.666666666667,"module15"
"module163",-0.22565670151713,9.19937016126758,0.864288610773494,0.361960917339962,0.711060255062665,"Exp2","Root","MH63",48.8333333333333,50.3333333333333,41.8333333333333,40.1666666666667,52.6666666666667,37.9166666666667,"module16"
"module173",-0.304566124809978,14.1465173602846,1.1949493682718,0.285374954438819,0.711060255062665,"Exp2","Root","MH63",932.833333333333,1416.83333333333,1648.83333333333,1500.5,1608,1141.5,"module17"
"module203",0.220836365841427,11.4789468452722,0.384884145416744,0.540950560530126,0.737659855268354,"Exp2","Root","MH63",129.833333333333,196,200.5,290.5,211.75,196.666666666667,"module20"
"module193",1.08008966284845,11.0256258829731,11.6252349845654,0.00234294721039398,0.0447047420448594,"Exp2","Root","MH63",65.3333333333333,106.833333333333,168.5,219,98.75,181.083333333333,"module19"
"module233",0.0994508726582937,7.1431758898843,0.04688230371746,0.830442089609156,0.85907802373361,"Exp2","Root","MH63",12.8333333333333,7.66666666666667,8.33333333333333,8.66666666666667,9.91666666666667,8.83333333333333,"module23"
"module243",-0.167991197395341,9.60492193384656,0.425501611836835,0.520512792154774,0.737659855268354,"Exp2","Root","MH63",71.6666666666667,64.6666666666667,67.8333333333333,44.3333333333333,69.5833333333333,54.6666666666667,"module24"
"module263",-1.14081881422473,8.71322343569846,3.06870382668681,0.0928098961278879,0.556859376767328,"Exp2","Root","MH63",34.1666666666667,50.6666666666667,28.3333333333333,26.5,50,19.8333333333333,"module26"
"module273",-0.171880785982613,8.55844296095998,0.285064083262641,0.598398549395068,0.780519847037045,"Exp2","Root","MH63",23.6666666666667,33.5,37.5,16,29.8333333333333,25.5,"module27"
"module283",-0.626433580557894,6.36991931331583,0.653415050762725,0.426974212807544,0.737659855268354,"Exp2","Root","MH63",4.33333333333333,7.5,1.66666666666667,7,6.91666666666667,3.33333333333333,"module28"
